id,runtime,budget,revenue,film_id
3524,1h 21 min,"$1,500,000","$11,100,000",3524
3525,1h 18 min,,"$63,998,725",3525
3526,0h 5 min,,,3526
3527,1h 30 min,"$9,000,000","$18,564,613",3527
3528,1h 52 min,,"$55,447,968",3528
3529,1h 37 min,,,3529
3530,0h 21 min,,,3530
3531,1h 57 min,"$65,000,000","$141,337,989",3531
3532,1h 30 min,"$28,000,000","$77,516,304",3532
3533,1h 44 min,,,3533
3534,2h 4 min,"$10,000,000","$136,800,000",3534
3535,1h 28 min,,,3535
3536,1h 24 min,,,3536
3537,2h 21 min,"$11,000,000","$35,000,000",3537
3538,1h 47 min,"$6,400,000","$9,293,785",3538
3539,1h 58 min,"$46,000,000","$113,714,830",3539
3540,1h 30 min,,,3540
3541,1h 28 min,,,3541
3542,2h 30 min,"$27,000,000","$26,937,355",3542
3543,3h 3 min,"$140,000,000","$449,200,000",3543
3544,1h 45 min,"$11,000,000","$72,775,689",3544
3545,1h 45 min,"$6,500,000","$31,899,000",3545
3546,1h 43 min,"$18,000,000","$76,994,245",3546
3547,1h 45 min,,"$176,248",3547
3548,1h 47 min,,"$708,973",3548
3549,0h 20 min,,,3549
3550,2h 15 min,,,3550
3551,0h 7 min,,,3551
3552,1h 56 min,"$120,000,000","$407,141,258",3552
3553,1h 42 min,"$6,500,000","$3,909,002",3553
3554,1h 40 min,"$7,500,000","$26,100,000",3554
3555,1h 48 min,"$40,000,000","$12,300,000",3555
3556,2h 4 min,"$4,000,000","$8,200,000",3556
3557,1h 38 min,"$6,500,000","$28,451,622",3557
3558,1h 33 min,"$14,000,000","$10,600,000",3558
3559,1h 27 min,,"$43,133,089",3559
3560,1h 45 min,"$7,500,000",,3560
3561,1h 45 min,"$7,500,000",,3561
3562,2h 10 min,,,3562
3563,1h 50 min,,,3563
3564,1h 37 min,,"$3,600,000",3564
3565,1h 47 min,"$15,000,000","$31,100,000",3565
3566,2h 1 min,"$75,000,000","$200,276,000",3566
3567,2h 42 min,"$3,000,000","$17,000,000",3567
3568,2h 4 min,"$80,000,000","$415,885,488",3568
3569,1h 45 min,,"$176,248",3569
3570,2h 13 min,"$90,000,000","$12,448,676",3570
3571,1h 39 min,"$42,000,000","$122,800,000",3571
3572,1h 3 min,,,3572
3573,1h 16 min,"$3,500,000",,3573
3574,1h 23 min,,,3574
3575,1h 34 min,"$25,000,000","$38,800,000",3575
3576,1h 53 min,"$37,000,000","$95,404,397",3576
3577,1h 52 min,"$700,000","$2,594,000",3577
3578,0h 25 min,,,3578
3579,1h 33 min,"$22,000,000","$67,000,000",3579
3580,1h 34 min,"$1,800,000","$31,623,833",3580
3581,1h 55 min,"$29,000,000","$26,400,000",3581
3582,2h 0 min,"$12,000,000","$20,572,691",3582
3583,1h 32 min,"$8,500,000","$23,316,139",3583
3584,1h 40 min,,,3584
3585,1h 54 min,"$2,500,000","$5,050,000",3585
3586,1h 50 min,"$1,500,000",,3586
3587,1h 58 min,"$8,300,000","$18,144,644",3587
3588,1h 59 min,"$140,000,000","$622,674,139",3588
3589,1h 38 min,"$76,000,000","$970,766,005",3589
3590,1h 44 min,"$6,000,000","$7,875,862",3590
3591,1h 19 min,"$30,000,000","$48,428,063",3591
3592,1h 58 min,"$5,000,000","$50,000,000",3592
3593,1h 31 min,"$11,000,000","$15,400,000",3593
3594,1h 45 min,"$150,000,000","$449,762,638",3594
3595,1h 32 min,"$900,000","$2,019,874",3595
3596,1h 44 min,,,3596
3597,2h 10 min,"$200,000,000","$1,215,577,205",3597
3598,1h 46 min,"$2,365,000",,3598
3599,2h 0 min,"$20,000,000","$48,443,734",3599
3600,1h 36 min,"$35,000,000","$15,304,890",3600
3601,2h 0 min,"$8,000,000","$21,028,755",3601
3602,2h 7 min,"$60,000,000","$80,154,140",3602
3603,1h 25 min,"$30,000,000","$163,600,000",3603
3604,1h 44 min,"$7,000,000","$25,400,000",3604
3605,2h 6 min,"$80,000,000","$280,000,000",3605
3606,1h 57 min,"$3,400,000","$322,000",3606
3607,2h 16 min,,"$1,325,591",3607
3608,2h 0 min,"$5,290,000",,3608
3609,1h 46 min,"$2,365,000",,3609
3610,2h 0 min,"$12,500,000","$23,400,000",3610
3611,1h 45 min,,,3611
3612,2h 6 min,"$18,000,000","$57,470,220",3612
3613,1h 38 min,"$686,000","$4,000,000",3613
3614,1h 53 min,,,3614
3615,1h 36 min,,"$7,897,645",3615
3616,1h 15 min,,,3616
3617,2h 2 min,,,3617
3618,1h 39 min,"$33,000,000","$140,470,746",3618
3619,2h 0 min,"$16,000,000","$71,641,901",3619
3620,2h 34 min,"$79,000,000","$173,013,509",3620
3621,1h 39 min,"$33,000,000","$140,470,746",3621
3622,2h 0 min,"$16,000,000","$71,641,901",3622
3623,2h 34 min,"$79,000,000","$173,013,509",3623
3624,2h 2 min,"$35,000,000","$75,836,683",3624
3625,1h 21 min,"$55,000,000","$346,100,000",3625
3626,1h 12 min,,,3626
3627,1h 45 min,"$6,500,000","$11,900,000",3627
3628,1h 37 min,"$3,000,000","$5,800,000",3628
3629,1h 38 min,"$12,000,000","$1,594,955",3629
3630,1h 43 min,"$45,000,000","$50,871,113",3630
3631,1h 57 min,,,3631
3632,1h 54 min,"$50,000,000","$86,234,523",3632
3633,1h 43 min,"$5,000,000","$54,400,000",3633
3634,1h 48 min,"$39,000,000","$101,344,412",3634
3635,1h 50 min,,,3635
3636,1h 44 min,,"$7,589,419",3636
3637,1h 51 min,,,3637
3638,0h 30 min,,,3638
3639,1h 38 min,"$135,000,000","$587,204,668",3639
3640,1h 52 min,"$7,000,000","$47,405,566",3640
3641,2h 51 min,"$17,000,000","$10,000,000",3641
3642,1h 49 min,"$75,000,000","$205,537,933",3642
3643,1h 40 min,"$27,000,000","$1,149,267",3643
3644,1h 50 min,,"$215,000,000",3644
3645,1h 43 min,,,3645
3646,1h 51 min,"$8,000,000","$42,400,000",3646
3647,1h 27 min,,,3647
3648,2h 8 min,"$49,000,000","$352,927,224",3648
3649,1h 48 min,"$7,500,000","$16,657,800",3649
3650,1h 43 min,"$4,000,000",,3650
3651,2h 2 min,,"$43,051,547",3651
3652,2h 14 min,"$55,000,000","$36,976,336",3652
3653,1h 52 min,,"$4,878,242",3653
3654,1h 48 min,"$3,347,850","$1,248,748",3654
3655,1h 54 min,"$38,000,000","$105,734,416",3655
3656,0h 29 min,,,3656
3657,2h 10 min,"$10,000,000","$31,429,330",3657
3658,1h 25 min,"$2,500,000","$3,325,038",3658
3659,2h 19 min,"$85,000,000","$288,885,818",3659
3660,2h 6 min,"$115,000,000","$143,049,560",3660
3661,2h 32 min,"$20,000,000","$7,900,000",3661
3662,1h 35 min,"$145,000,000","$521,170,825",3662
3663,1h 58 min,"$16,600,000",,3663
3664,1h 55 min,"$22,000,000","$28,744,356",3664
3665,1h 43 min,,,3665
3666,1h 56 min,,"$26,251,899",3666
3667,1h 27 min,"$100,000","$925,000",3667
3668,1h 28 min,"$99,000,000","$246,233,113",3668
3669,1h 35 min,"$1,000,000","$9,138,338",3669
3670,1h 30 min,"$2,300,000","$2,300,000",3670
3671,1h 28 min,"$400,000","$123,843",3671
3672,1h 59 min,,"$31,853,080",3672
3673,1h 35 min,"$150,000,000","$169,332,978",3673
3674,1h 49 min,,,3674
3675,1h 30 min,"$4,000,000","$5,377,643",3675
3676,1h 49 min,"$50,000,000",,3676
3677,1h 52 min,"$22,000,000","$65,400,000",3677
3678,1h 0 min,,,3678
3679,2h 3 min,,"$4,313,644",3679
3680,1h 45 min,,,3680
3681,1h 34 min,,,3681
3682,2h 26 min,,,3682
3683,1h 54 min,,"$14,818,176",3683
3684,2h 5 min,"$200,000,000","$393,452,111",3684
3685,1h 49 min,,"$8,428,636",3685
3686,1h 26 min,"$75,000,000","$542,100,000",3686
3687,1h 59 min,,"$3,138,750",3687
3688,2h 3 min,"$125,000,000","$801,693,929",3688
3689,2h 9 min,"$125,000","$8,737,458",3689
3690,1h 23 min,"$6,000,000","$11,336,986",3690
3691,1h 28 min,,,3691
3692,1h 48 min,"$30,000,000","$65,742,992",3692
3693,2h 10 min,"$1,700,000","$44,800,000",3693
3694,1h 25 min,"$2,000,000","$4,635,300",3694
3695,1h 15 min,"$3,500,000",,3695
3696,1h 51 min,"$9,000,000","$7,936,012",3696
3697,2h 7 min,"$39,200,000","$86,758,912",3697
3698,1h 27 min,"$2,000,000","$18,344,729",3698
3699,0h 13 min,,,3699
3700,1h 46 min,,"$4,997,844",3700
3701,1h 27 min,"$4,000,000","$4,700,000",3701
3702,1h 36 min,"$11,000,000","$48,572,000",3702
3703,1h 36 min,,"$1,144,575",3703
3704,1h 52 min,,"$14,273,033",3704
3705,1h 46 min,,"$2,480,870",3705
3706,2h 5 min,"$13,360,000","$2,000,000",3706
3707,2h 11 min,"$180,000,000","$411,000,000",3707
3708,1h 58 min,"$250,000",,3708
3709,1h 45 min,"$1,500,000","$42,027",3709
3710,1h 43 min,"$20,000,000","$34,100,000",3710
3711,1h 3 min,"$30,000,000","$14,460,000",3711
3712,1h 52 min,,,3712
3713,1h 37 min,,,3713
3714,1h 52 min,"$5,000,000","$7,951,247",3714
3715,1h 34 min,"$4,000,000","$100,000,000",3715
3716,2h 20 min,"$25,000,000","$6,265,311",3716
3717,2h 12 min,"$25,000,000","$16,900,000",3717
3718,1h 46 min,"$10,000,000","$46,720,491",3718
3719,2h 1 min,,,3719
3720,2h 3 min,"$35,000,000","$3,326,364",3720
3721,1h 36 min,,,3721
3722,1h 35 min,"$7,000,000","$9,016,922",3722
3723,1h 58 min,"$20,000,000","$57,600,000",3723
3724,1h 47 min,"$22,000,000","$25,143,818",3724
3725,1h 59 min,"$14,000,000","$63,513,743",3725
3726,2h 6 min,"$23,000,000","$105,232,691",3726
3727,1h 31 min,"$9,000,000","$46,789,413",3727
3728,1h 39 min,"$18,000,000","$10,200,000",3728
3729,1h 23 min,,,3729
3730,1h 47 min,"$21,000,000","$32,768,940",3730
3731,2h 17 min,"$160,000,000","$653,428,261",3731
3732,1h 13 min,"$134,000","$4,000,000",3732
3733,2h 50 min,"$60,000,000","$186,883,563",3733
3734,2h 3 min,"$18,000,000","$2,133,452",3734
3735,1h 23 min,,"$23,820",3735
3736,1h 47 min,"$130,000,000","$373,993,951",3736
3737,1h 37 min,"$5,000,000","$26,888,376",3737
3738,2h 9 min,"$8,819,200","$32,104,054",3738
3739,1h 54 min,"$6,000,000","$8,000,000",3739
3740,1h 58 min,"$30,000,000","$176,586,701",3740
3741,1h 33 min,"$14,500,000","$8,089,290",3741
3742,2h 1 min,,,3742
3743,1h 43 min,,,3743
3744,1h 44 min,,"$16,589,540",3744
3745,1h 40 min,"$17,000,000","$270,000,000",3745
3746,2h 1 min,"$40,000,000","$31,672,678",3746
3747,1h 50 min,"$10,000,000","$103,300,000",3747
3748,1h 34 min,,"$1,827,000",3748
3749,1h 33 min,"$3,000,000","$22,000,000",3749
3750,1h 54 min,"$15,000,000","$35,509,515",3750
3751,1h 50 min,,,3751
3752,1h 51 min,,,3752
3753,1h 43 min,"$29,000,000","$21,733,230",3753
3754,1h 28 min,,,3754
3755,1h 57 min,"$10,000,000","$6,110,804",3755
3756,2h 10 min,"$60,000,000","$352,194,034",3756
3757,3h 7 min,"$207,000,000","$562,363,449",3757
3758,1h 41 min,,,3758
3759,2h 9 min,"$11,000,000",,3759
3760,1h 23 min,,,3760
3761,1h 16 min,,,3761
3762,1h 30 min,,,3762
3763,1h 40 min,"$19,000,000","$32,686,500",3763
3764,2h 25 min,"$75,000,000","$817,400,891",3764
3765,1h 34 min,,"$2,506,542",3765
3766,1h 14 min,,"$496,334",3766
3767,2h 23 min,"$160,000,000","$1,152,028,393",3767
3768,1h 58 min,,,3768
3769,1h 33 min,,"$138,868",3769
3770,0h 3 min,,,3770
3771,1h 50 min,,,3771
3772,0h 7 min,,,3772
3773,1h 29 min,,,3773
3774,2h 52 min,"$102,000,000","$130,482,868",3774
3775,1h 39 min,"$4,000,000","$18,164,139",3775
3776,3h 15 min,"$35,000,000","$40,382,659",3776
3777,1h 56 min,"$10,000,000","$27,453,418",3777
3778,1h 45 min,,,3778
3779,1h 49 min,,,3779
3780,2h 17 min,"$28,000,000","$48,000,000",3780
3781,2h 17 min,"$28,000,000","$48,000,000",3781
3782,1h 36 min,"$200,000","$4,505,922",3782
3783,1h 58 min,"$30,000,000","$47,042,000",3783
3784,1h 58 min,"$30,000,000","$61,255,921",3784
3785,1h 50 min,"$30,000,000","$29,359,216",3785
3786,1h 50 min,,"$11,203,911",3786
3787,1h 34 min,"$1,000,000","$14,575,193",3787
3788,2h 16 min,"$100,000,000","$108,103,450",3788
3789,1h 55 min,"$50,000,000","$133,511,855",3789
3790,1h 28 min,"$12,000,000","$102,731,865",3790
3791,1h 53 min,"$18,000,000","$58,878,723",3791
3792,1h 51 min,,,3792
3793,1h 49 min,"$42,000,000","$201,585,328",3793
3794,2h 6 min,"$5,000,000","$40,356,000",3794
3795,2h 2 min,"$20,000,000","$7,000,000",3795
3796,1h 57 min,"$30,000,000","$288,752,301",3796
3797,1h 56 min,"$19,000,000","$12,900,000",3797
3798,2h 7 min,"$32,000,000","$36,700,000",3798
3799,1h 37 min,,,3799
3800,1h 48 min,"$60,000,000","$20,300,000",3800
3801,1h 47 min,"$11,000,000","$75,000,000",3801
3802,1h 56 min,"$26,000,000","$160,188,546",3802
3803,2h 2 min,,,3803
3804,1h 35 min,"$8,000,000",,3804
3805,1h 30 min,,,3805
3806,2h 7 min,"$75,000,000","$183,000,000",3806
3807,1h 30 min,,"$3,645,308",3807
3808,1h 55 min,"$4,161,012",,3808
3809,1h 35 min,"$1,000,000","$1,897,363",3809
3810,1h 51 min,,,3810
3811,1h 34 min,"$200,000,000","$325,300,000",3811
3812,0h 17 min,,,3812
3813,1h 56 min,"$8,800,000","$5,101,673",3813
3814,1h 27 min,,,3814
3815,1h 47 min,"$110,000,000","$121,790,376",3815
3816,1h 31 min,"$1,500,000","$20,412,216",3816
3817,1h 48 min,"$20,000,000","$17,399,000",3817
3818,1h 31 min,,"$513,447",3818
3819,1h 57 min,"$40,000,000","$128,000,000",3819
3820,1h 45 min,"$50,100,000","$153,962,963",3820
3821,1h 45 min,"$50,100,000","$153,962,963",3821
3822,0h 7 min,,,3822
3823,1h 48 min,"$780,000","$1,250,000",3823
3824,2h 16 min,,"$34,861,529",3824
3825,1h 33 min,"$36,000,000","$50,159,144",3825
3826,1h 53 min,,,3826
3827,2h 16 min,"$250,000,000","$1,236,000,000",3827
3828,1h 40 min,,"$2,325,035",3828
3829,1h 36 min,"$25,000,000",,3829
3830,1h 58 min,"$4,200,000","$9,200,000",3830
3831,1h 40 min,"$12,000,000","$27,400,000",3831
3832,0h 48 min,,,3832
3833,1h 59 min,"$30,000,000","$53,845,880",3833
3834,1h 55 min,"$200,000,000","$69,965,374",3834
3835,1h 15 min,,,3835
3836,1h 18 min,"$48,000,000",,3836
3837,1h 58 min,"$12,000,000","$41,092,328",3837
3838,1h 48 min,"$5,000,000",,3838
3839,1h 55 min,,"$10,878,107",3839
3840,2h 1 min,"$66,000,000","$189,198,313",3840
3841,0h 8 min,"$15,719",,3841
3842,1h 25 min,,"$8,029,345",3842
3843,1h 7 min,,,3843
3844,1h 44 min,"$12,000,000","$114,194,847",3844
3845,1h 42 min,"$24,000,000","$155,900,000",3845
3846,1h 31 min,,"$3,396,726",3846
3847,1h 36 min,"$5,000,000","$9,747,988",3847
3848,1h 42 min,"$3,000,000",,3848
3849,1h 50 min,"$25,000,000","$166,842,739",3849
3850,0h 7 min,,,3850
3851,1h 38 min,,"$28,430",3851
3852,1h 15 min,,,3852
3853,1h 24 min,"$250,000","$322,619",3853
3854,1h 21 min,"$200,000","$2,000,000",3854
3855,1h 38 min,"$1,500,000","$1,309,316",3855
3856,1h 42 min,,"$3,125,224",3856
3857,2h 3 min,"$25,000,000","$289,300,000",3857
3858,1h 48 min,"$26,000,000","$34,585,416",3858
3859,2h 19 min,"$14,200,000","$674,918",3859
3860,1h 50 min,"$3,000,000","$82,515,113",3860
3861,1h 48 min,"$26,000,000","$34,585,416",3861
3862,2h 19 min,"$14,200,000","$674,918",3862
3863,1h 52 min,,,3863
3864,1h 46 min,"$175,000,000","$966,550,600",3864
3865,1h 32 min,"$1,500,000",,3865
3866,1h 38 min,"$25,000,000","$64,437,847",3866
3867,1h 59 min,"$40,000,000","$65,754,228",3867
3868,2h 3 min,"$17,739,525",,3868
3869,1h 37 min,"$80,000,000","$528,600,000",3869
3870,2h 19 min,"$24,000,000","$64,400,000",3870
3871,1h 56 min,"$7,000,000","$14,600,000",3871
3872,3h 12 min,"$44,000,000","$13,681,765",3872
3873,1h 42 min,"$3,000,000","$222,559",3873
3874,2h 6 min,"$75,000,000","$180,557,550",3874
3875,1h 35 min,,"$18,553,948",3875
3876,2h 12 min,"$65,000,000","$117,487,473",3876
3877,1h 43 min,"$25,000,000","$14,902,041",3877
3878,1h 39 min,"$75,000,000","$196,482,882",3878
3879,1h 37 min,,,3879
3880,2h 21 min,"$35,000,000","$27,300,000",3880
3881,2h 10 min,"$15,000,000","$42,700,000",3881
3882,1h 38 min,,"$3,184,472",3882
3883,1h 42 min,"$7,000,000","$34,368,475",3883
3884,1h 50 min,"$11,700,000","$88,036,683",3884
3885,0h 11 min,,,3885
3886,2h 14 min,"$24,000,000","$18,707,466",3886
3887,2h 1 min,"$75,000,000","$86,500,000",3887
3888,1h 50 min,"$9,700,000","$21,200,000",3888
3889,2h 15 min,"$90,000,000","$65,900,000",3889
3890,1h 30 min,"$10,000,000","$40,500,000",3890
3891,1h 49 min,"$10,000,000","$4,100,000",3891
3892,2h 17 min,"$200,000,000","$760,098,996",3892
3893,1h 25 min,"$75,000,000","$508,600,000",3893
3894,2h 0 min,,"$4,094,339",3894
3895,1h 55 min,"$2,000,000",,3895
3896,2h 4 min,"$65,000,000","$43,500,000",3896
3897,1h 42 min,,,3897
3898,2h 2 min,,"$643,557",3898
3899,1h 55 min,"$29,000,000","$287,144,079",3899
3900,1h 20 min,"$200,000","$1,192,655",3900
3901,2h 11 min,"$29,000,000","$33,662,874",3901
3902,1h 34 min,"$5,000,000","$3,400,000",3902
3903,1h 38 min,,"$44,112",3903
3904,2h 14 min,"$200,000,000","$654,900,000",3904
3905,1h 58 min,,"$13,545,832",3905
3906,1h 52 min,"$18,000,000","$8,038,061",3906
3907,1h 48 min,"$3,500,000","$19,504,039",3907
3908,1h 29 min,"$6,000,000","$42,700,000",3908
3909,1h 50 min,"$18,000,000","$3,139,717",3909
3910,1h 25 min,"$36,000,000","$48,288,456",3910
3911,1h 48 min,"$11,000,000","$39,055,536",3911
3912,2h 3 min,,"$313,465",3912
3913,1h 40 min,,"$1,472,431",3913
3914,2h 29 min,"$65,000,000","$275,300,000",3914
3915,1h 43 min,"$6,000,000","$33,833,201",3915
3916,1h 32 min,"$13,000,000","$21,089,146",3916
3917,2h 23 min,"$48,000,000","$390,493,908",3917
3918,1h 42 min,"$175,000,000","$383,925,276",3918
3919,1h 56 min,"$18,000,000","$24,174,885",3919
3920,1h 52 min,"$135,000,000","$245,700,000",3920
3921,1h 21 min,,,3921
3922,2h 17 min,"$19,800,000","$87,754,044",3922
3923,1h 59 min,"$18,500,000",,3923
3924,2h 13 min,"$1,800,000","$475,846",3924
3925,2h 18 min,"$40,000,000","$251,171,807",3925
3926,1h 17 min,,,3926
3927,1h 59 min,"$13,800,000","$52,293,982",3927
3928,1h 57 min,"$20,000,000","$71,406,573",3928
3929,2h 8 min,,,3929
3930,2h 8 min,"$72,000,000",,3930
3931,2h 36 min,"$200,000,000","$402,064,899",3931
3932,1h 52 min,,"$2,478,806",3932
3933,1h 40 min,,"$2,708,867",3933
3934,1h 35 min,"$35,000,000","$27,965,865",3934
3935,1h 40 min,"$37,000,000","$117,501,013",3935
3936,1h 36 min,"$35,000,000","$59,945,012",3936
3937,1h 28 min,"$4,200,000","$5,835,247",3937
3938,1h 40 min,"$35,000,000","$63,710,000",3938
3939,1h 21 min,"$13,000,000","$97,837,138",3939
3940,1h 55 min,,"$7,704,357",3940
3941,1h 44 min,"$15,000,000","$9,918,093",3941
3942,1h 41 min,,,3942
3943,1h 56 min,"$15,000,000","$10,900,000",3943
3944,1h 29 min,"$20,000,000","$111,037,232",3944
3945,1h 56 min,"$50,000,000","$174,800,000",3945
3946,1h 41 min,"$1,000,000","$395,000",3946
3947,2h 1 min,"$25,000,000","$74,188,937",3947
3948,2h 6 min,"$26,000,000","$18,900,000",3948
3949,2h 22 min,"$24,500,000","$12,109,608",3949
3950,1h 45 min,"$3,200,000","$14,311,701",3950
3951,0h 46 min,,"$18,554,927",3951
3952,1h 48 min,"$25,000,000","$114,977,104",3952
3953,1h 16 min,,,3953
3954,1h 45 min,"$17,000,000","$8,100,000",3954
3955,1h 56 min,,"$2,000,000",3955
3956,1h 37 min,"$10,000,000",,3956
3957,1h 42 min,,,3957
3958,2h 1 min,,,3958
3959,1h 50 min,"$4,300,000","$2,046,233",3959
3960,1h 51 min,,,3960
3961,1h 58 min,,"$989,310",3961
3962,1h 57 min,"$30,000,000","$43,300,000",3962
3963,1h 37 min,,"$12,550,000",3963
3964,2h 49 min,"$79,000,000","$473,123,154",3964
3965,1h 55 min,"$20,000,000","$177,200,000",3965
3966,1h 45 min,,,3966
3967,1h 26 min,"$40,000,000","$38,200,000",3967
3968,1h 33 min,"$10,000,000","$10,400,000",3968
3969,1h 48 min,"$23,000,000","$53,187,659",3969
3970,1h 42 min,"$15,000,000","$122,100,000",3970
3971,1h 33 min,"$5,000,000","$61,768,190",3971
3972,1h 45 min,,,3972
3973,2h 17 min,"$32,000,000","$51,155,219",3973
3974,1h 36 min,"$22,700,000","$38,119,483",3974
3975,1h 50 min,"$20,000,000","$30,140,906",3975
3976,2h 10 min,"$68,000,000","$170,823,080",3976
3977,1h 42 min,,,3977
3978,2h 10 min,,,3978
3979,2h 16 min,,,3979
3980,2h 18 min,"$31,000,000","$161,800,000",3980
3981,1h 48 min,"$23,000,000","$23,076,711",3981
3982,1h 33 min,"$5,000,000","$61,768,190",3982
3983,2h 2 min,"$12,000,000","$96,070,507",3983
3984,1h 30 min,"$5,000,000",,3984
3985,1h 44 min,,,3985
3986,1h 37 min,,"$12,550,000",3986
3987,1h 30 min,,"$304,106",3987
3988,1h 59 min,"$14,000,000","$320,145,693",3988
3989,1h 46 min,"$10,831,173","$10,654,385",3989
3990,1h 40 min,"$3,000,000","$3,221,568",3990
3991,1h 52 min,"$22,000,000","$26,700,000",3991
3992,1h 54 min,,"$10,653,221",3992
3993,1h 40 min,"$90,000,000","$161,626,121",3993
3994,2h 21 min,"$32,000,000","$31,882,724",3994
3995,1h 52 min,"$50,000,000","$331,333,876",3995
3996,1h 38 min,,"$45,250",3996
3997,1h 50 min,"$20,000,000","$16,549,477",3997
3998,2h 7 min,"$30,000,000","$46,900,000",3998
3999,1h 37 min,,,3999
4000,2h 2 min,"$19,000,000","$140,376,621",4000
4001,1h 45 min,"$8,000,000","$56,342,711",4001
4002,1h 53 min,"$25,000,000","$31,126,421",4002
4003,2h 31 min,"$140,000,000","$553,799,566",4003
4004,2h 7 min,"$30,000,000","$46,900,000",4004
4005,2h 4 min,"$19,800,000",,4005
4006,1h 32 min,"$20,000,000","$44,600,000",4006
4007,1h 54 min,"$30,000,000","$13,000,000",4007
4008,1h 37 min,"$15,000,000","$17,300,000",4008
4009,2h 21 min,"$70,000,000","$300,900,000",4009
4010,2h 7 min,"$110,000,000","$296,482,446",4010
4011,1h 48 min,"$26,000,000","$17,496,992",4011
4012,1h 57 min,,"$15,576,286",4012
4013,1h 56 min,"$5,700,000","$1,500,000",4013
4014,1h 58 min,,,4014
4015,1h 52 min,"$116,000,000","$856,085,151",4015
4016,2h 41 min,"$9,000,000","$2,000,000",4016
4017,1h 44 min,"$1,600,000","$5,400,000",4017
4018,2h 3 min,,"$28,000,000",4018
4019,1h 50 min,"$9,800,000","$16,303,643",4019
4020,1h 44 min,"$27,000,000","$115,505,027",4020
4021,1h 44 min,"$27,000,000","$115,505,027",4021
4022,1h 35 min,"$50,000,000","$41,037,742",4022
4023,2h 17 min,,,4023
4024,1h 54 min,"$21,000,000","$7,997,460",4024
4025,1h 34 min,,"$77,839",4025
4026,0h 8 min,,,4026
4027,1h 45 min,,,4027
4028,2h 0 min,"$65,000,000","$235,666,219",4028
4029,0h 4 min,"$500,000",,4029
4030,1h 12 min,,,4030
4031,1h 52 min,"$3,705,538","$62,548,947",4031
4032,2h 5 min,"$30,000,000","$105,834,556",4032
4033,1h 49 min,"$3,144,622","$2,963,886",4033
4034,1h 26 min,"$11,089,000","$75,173,000",4034
4035,1h 16 min,"$3,500,000",,4035
4036,1h 15 min,,,4036
4037,1h 30 min,"$500,000","$603,943",4037
4038,2h 8 min,"$45,000,000","$60,300,000",4038
4039,1h 52 min,"$45,000,000","$86,165,646",4039
4040,1h 52 min,,"$13,000,000",4040
4041,2h 2 min,,,4041
4042,0h 50 min,,,4042
4043,1h 52 min,"$20,000,000","$64,828,421",4043
4044,1h 40 min,"$31,000,000","$231,605,150",4044
4045,1h 54 min,"$45,000,000","$78,568,977",4045
4046,1h 50 min,"$37,000,000","$270,000,000",4046
4047,1h 46 min,"$7,000,000","$449,702",4047
4048,1h 36 min,"$900,000","$20,500,000",4048
4049,1h 51 min,"$35,000,000","$33,426,588",4049
4050,2h 2 min,"$22,000,000","$95,708,457",4050
4051,1h 43 min,"$4,500,000","$45,400,000",4051
4052,1h 59 min,"$30,000,000","$9,400,000",4052
4053,2h 9 min,"$120,000,000","$334,900,000",4053
4054,1h 45 min,"$33,000,000","$9,494,789",4054
4055,1h 24 min,"$15,000,000","$145,000,000",4055
4056,1h 45 min,,"$48,398",4056
4057,1h 45 min,,,4057
4058,1h 49 min,"$28,000,000","$42,241,257",4058
4059,2h 3 min,,,4059
4060,1h 34 min,,,4060
4061,1h 59 min,"$90,000,000","$995,339,117",4061
4062,2h 14 min,"$28,000,000","$5,684,789",4062
4063,1h 54 min,"$1,800,000","$6,800,000",4063
4064,0h 6 min,,,4064
4065,1h 19 min,,"$1,300,000",4065
4066,2h 43 min,"$55,000,000","$100,230,832",4066
4067,1h 24 min,"$45,000,000","$224,834,564",4067
