id,director,top_billed,budget_usd,revenue_usd
3143,Takashi Katagiri,"Takuya Eguchi, Atsumi Tanezaki, Saori Hayami, Kenichirou Matsuda, Tomoya Nakamura",5000000,59256423
3144,Louis-Julien Petit,"Audrey Lamy, Corinne Masiero, Noémie Lvovsky, Déborah Lukumuena, Pablo Pauly",,
3145,Yorgos Lanthimos,"Colin Farrell, Nicole Kidman, Barry Keoghan, Raffey Cassidy, Sunny Suljic",3000000,10700000
3146,Tay Garnett,"John Garfield, Lana Turner, Cecil Kellaway, Hume Cronyn, Leon Ames",1683000,5086000
3147,John Sturges,"Burt Lancaster, Kirk Douglas, Jo Van Fleet, Rhonda Fleming, John Ireland",,11750000
3148,Mike Nichols,"Robin Williams, Gene Hackman, Nathan Lane, Dan Futterman, Dianne Wiest",31000000,185300000
3149,Tommy Lee Jones,"Tommy Lee Jones, Barry Pepper, Dwight Yoakam, January Jones, Melissa Leo",15000000,12036149
3150,Kornél Mundruczó,"Vanessa Kirby, Shia LaBeouf, Ellen Burstyn, Sarah Snook, Iliza Shlesinger",,
3151,Michael Jai White,"Michael Jai White, Josh Barnett, Gillian White, Nathan Jones, Damian Mavis",,
3152,Tom Holland,"Chris Sarandon, William Ragsdale, Amanda Bearse, Roddy McDowall, Stephen Geoffreys",9000000,24922237
3153,Robert Redford,"Craig Sheffer, Brad Pitt, Tom Skerritt, Brenda Blethyn, Edie McClurg",12000000,43440294
3154,John Whitesell,"Emma Roberts, Luke Bracey, Kristin Chenoweth, Frances Fisher, Andrew Bachelor",,
3155,Shawn Levy,"Hugh Jackman, Dakota Goyo, Evangeline Lilly, Kevin Durand, Anthony Mackie",110000000,299300000
3156,Hal Ashby,"Jack Nicholson, Otis Young, Randy Quaid, Clifton James, Carol Kane",2300000,10000000
3157,Robert Stevenson,"Angela Lansbury, David Tomlinson, Roddy McDowall, Sam Jaffe, John Ericson",20000000,17900000
3158,Olivia Wilde,"Kaitlyn Dever, Beanie Feldstein, Jessica Williams, Jason Sudeikis, Lisa Kudrow",6000000,24849029
3159,Sebastián Lelio,"Daniela Vega, Francisco Reyes, Luis Gnecco, Aline Küppenheim, Nicolás Saavedra",,1880736
3160,Michael Grossman,"Sterling Knight, Danielle Campbell, Brandon Mychal Smith, Chelsea Kane, Maggie Castle",,
3161,John Boorman,"Lee Marvin, Angie Dickinson, Keenan Wynn, Carroll O'Connor, Lloyd Bochner",2500000,3200000
3162,Roger Michell,"Jim Broadbent, Helen Mirren, Fionn Whitehead, Matthew Goode, Aimee Kelly",11000000,
3163,José Zelada,"Lola Raie, Alejandra Gollas, Thom Hoffman, Bernardo de Paula, Dino Andrade",10000000,10237061
3164,Adam McKay,"Christian Bale, Amy Adams, Steve Carell, Sam Rockwell, Alison Pill",60000000,76100000
3165,Curtis Hanson,"Gerard Butler, Jonny Weston, Elisabeth Shue, Abigail Spencer, Leven Rambin",,7900000
3166,Roger Donaldson,"Kevin Costner, Bruce Greenwood, Steven Culp, Dylan Baker, Michael Fairman",80000000,34566746
3167,Autumn de Wilde,"Anya Taylor-Joy, Johnny Flynn, Josh O'Connor, Callum Turner, Mia Goth",10000000,25200000
3168,Gavin Hood,"Helen Mirren, Aaron Paul, Alan Rickman, Barkhad Abdi, Jeremy Northam",13000000,18704595
3169,Stephen Hillenburg,"Tom Kenny, Clancy Brown, Rodger Bumpass, Bill Fagerbakke, Mr. Lawrence",30000000,140161792
3170,Regina King,"Kingsley Ben-Adir, Eli Goree, Aldis Hodge, Leslie Odom Jr., Joaquina Kalukango",,
3171,Henry Joost,"Emma Roberts, Dave Franco, Emily Meade, Miles Heizer, Juliette Lewis",19000000,85241496
3172,Armando Iannucci,"Peter Capaldi, Tom Hollander, Gina McKee, James Gandolfini, Chris Addison",1100000,6200000
3173,Francis Ford Coppola,"Matt Damon, Claire Danes, Danny DeVito, Jon Voight, Mary Kay Place",40000000,45916769
3174,Richard Donner,"Matthew Broderick, Rutger Hauer, Michelle Pfeiffer, Alfred Molina, John Wood",20000000,18432000
3175,Sean McNamara,"AnnaSophia Robb, Helen Hunt, Dennis Quaid, Carrie Underwood, Kevin Sorbo",18000000,47088990
3176,A.R. Murugadoss,"Aamir Khan, Asin Thottumkal, Jiah Khan, Pradeep Ram Singh Rawat, Riyaz Khan",9100000,76000000
3177,Steven Spielberg,"Morgan Freeman, Nigel Hawthorne, Anthony Hopkins, Djimon Hounsou, Matthew McConaughey",36000000,44229441
3178,Brett Ratner,"Edward Norton, Anthony Hopkins, Ralph Fiennes, Emily Watson, Harvey Keitel",78000000,209196298
3179,Zach Braff,"Florence Pugh, Morgan Freeman, Molly Shannon, Celeste O'Connor, Zoe Lister-Jones",,2196991
3180,Mark Andrews,"Kelly Macdonald, Emma Thompson, Billy Connolly, Julie Walters, Robbie Coltrane",185000000,539000000
3181,John Lasseter,N/A,,123967
3182,Dennis Gansel,"Max Riemelt, Tom Schilling, Devid Striesow, Joachim Bißmeier, Justus von Dohnányi",4500000,3764219
3183,Richard Hughes,"Antonio Banderas, Kate Bosworth, Mojean Aria, Alexis Ren, Zolee Griggs",1261569,
3184,Sam Fell,"Thandiwe Newton, Zachary Levi, Bella Ramsey, Imelda Staunton, Lynn Ferguson",,
3185,Haifaa al-Mansour,"Elle Fanning, Douglas Booth, Bel Powley, Stephen Dillane, Joanne Froggatt",,
3186,Luciano Ligabue,"Stefano Accorsi, Luciano Federico, Alessio Modica, Enrico Salimbeni, Roberto Zibetti",,
3187,Paris Barclay,"Shawn Wayans, Marlon Wayans, Tracey Cherelle Jones, Chris Spencer, Vivica A. Fox",3800000,20100000
3188,Kevin Nolting,"Tina Fey, Alice Braga, Richard Ayoade, Micah Chen, Adela Drabek",,
3189,Billy Wilder,"Gary Cooper, Audrey Hepburn, Maurice Chevalier, John McGiver, Van Doude",2100000,2000000
3190,Kirsten Lepore,"Vin Diesel, Fred Tatasciore",,
3191,Marc James Roels,"Mia Goth, Matthew Goode, Claudie Blakley, Eleanor De Swaef-Roels, Mark Heap",,
3192,Tyler Perry,"Crystal R. Fox, Phylicia Rashād, Bresha Webb, Mehcad Brooks, Cicely Tyson",,
3193,Wilson Yip,"Donnie Yen, Zhang Jin, Lynn Hung, Patrick Tam, Mike Tyson",36000000,157000000
3194,Jean-Marc Vallée,"Reese Witherspoon, Laura Dern, Keene McRae, Gaby Hoffmann, Michiel Huisman",15000000,52501541
3195,Raoul Walsh,"Ida Lupino, Humphrey Bogart, Alan Curtis, Arthur Kennedy, Joan Leslie",455000,
3196,John Hillcoat,"Guy Pearce, Ray Winstone, Danny Huston, John Hurt, David Wenham",2000000,5048693
3197,Vincente Minnelli,"Judy Garland, Margaret O'Brien, Mary Astor, Lucille Bremer, Leon Ames",1707561,7566000
3198,Jeremy Saulnier,"Aaron Pierre, Don Johnson, AnnaSophia Robb, Emory Cohen, David Denman",,
3199,Pietro Marcello,"Luca Marinelli, Jessica Cressy, Carlo Cecchi, Vincenzo Nemolato, Marco Leonardi",3800000,1681545
3200,Woody Allen,"Woody Allen, Mia Farrow, Judy Davis, Sydney Pollack, Juliette Lewis",,
3201,David Cronenberg,"Christopher Walken, Brooke Adams, Tom Skerritt, Herbert Lom, Anthony Zerbe",10000000,20766616
3202,Edwin S. Porter,"Gilbert M. Anderson, John Manus Dougherty Sr., Frank Hanaway, Adam Charles Hayman, Robert Milasch",,
3203,Jamie Uys,"N!xau, Lena Farugia, Hans Strydom, Eiros, Nadies",7500000,9600000
3204,Jean-Jacques Annaud,"Jane March, Tony Leung Ka-fai, Frédérique Meininger, Arnaud Giovaninetti, Melvil Poupaud",,5013090
3205,David Lynch,"Laura Dern, Jeremy Irons, Justin Theroux, Harry Dean Stanton, Karolina Gruszka",15000000,4304157
3206,Mark Pellington,"Jeff Bridges, Tim Robbins, Joan Cusack, Hope Davis, Robert Gossett",31000000,41100000
3207,Cesc Gay,"Ricardo Darín, Javier Cámara, Dolores Fonzi, Eduard Fernández, Àlex Brendemühl",,9027600
3208,Aki Kaurismäki,"André Wilms, Kati Outinen, Jean-Pierre Darroussin, Blondin Miguel, Elina Salo",3850000,4230854
3209,John Sayles,"Chris Cooper, Matthew McConaughey, Elizabeth Peña, Kris Kristofferson, Joe Morton",5000000,13269963
3210,Jonathan Kaplan,"Kelly McGillis, Jodie Foster, Bernie Coulson, Leo Rossi, Ann Hearn",,
3211,Gary Trousdale,"Michael J. Fox, Cree Summer, James Garner, Claudia Christian, Phil Morris",120000000,186053725
3212,Oliver Stone,"James Woods, Jim Belushi, Michael Murphy, John Savage, Tony Plana",4500000,1500000
3213,Ron Howard,"Warwick Davis, Val Kilmer, Joanne Whalley, Jean Marsh, Patricia Hayes",35000000,57300000
3214,Bora Dağtekin,"Elyas M'Barek, Karoline Herfurth, Katja Riemann, Jana Pallaske, Alwara Höfels",,77676735
3215,Richard Donner,"Mel Gibson, Danny Glover, Joe Pesci, Joss Ackland, Derrick O'Connor",25000000,227900000
3216,Joe Berlinger,"Zac Efron, Lily Collins, Kaya Scodelario, Jeffrey Donovan, Angela Sarafyan",,
3217,Jay Oliva,"Jason O'Mara, Yvonne Strahovski, Stuart Allan, Sean Maher, Morena Baccarin",3500000,
3218,Edoardo Leo,"Luca Argentero, Edoardo Leo, Claudio Amendola, Anna Foglietta, Stefano Fresi",,
3219,Fede Álvarez,"Stephen Lang, Jane Levy, Dylan Minnette, Daniel Zovatto, Emma Bercovici",9900000,159100000
3220,Peter Weir,"Ed Harris, Jim Sturgess, Saoirse Ronan, Colin Farrell, Mark Strong",30000000,24200000
3221,Jeremiah S. Chechik,"Johnny Depp, Mary Stuart Masterson, Aidan Quinn, Julianne Moore, Oliver Platt",,23202734
3222,Stefano Mordini,"Riccardo Scamarcio, Miriam Leone, Fabrizio Bentivoglio, Maria Paiato, Nicola Pannelli",,
3223,Isao Takahata,"Hayato Isohata, Masako Araki, Naomi Uno, Toru Masuoka, Yukiji Asaoka",,
3224,Abel Ferrara,"Harvey Keitel, Brian McElroy, Frankie Acciarito, Peggy Gormley, Stella Keitel",1000000,2019469
3225,Enzo Barboni,"Terence Hill, Bud Spencer, April Clough, Harold Bergman, C.V. Wood Jr.",,
3226,David Lynch,"Nicolas Cage, Laura Dern, Willem Dafoe, J.E. Freeman, Crispin Glover",9500000,14569027
3227,Judd Apatow,"Pete Davidson, Marisa Tomei, Bill Burr, Bel Powley, Maude Apatow",35000000,2200000
3228,Mike Rohl,"Vanessa Hudgens, Sam Palladio, Nick Sagar, Alexa Adeosun, Suanne Braun",,
3229,Armando Iannucci,"Steve Buscemi, Simon Russell Beale, Jeffrey Tambor, Dermot Crowley, Michael Palin",13000000,24600000
3230,Sam Liu,"Rick D. Wasserman, Lisa Ann Beley, Mark Hildreth, Liam O'Brien, Kevin Michael Richardson",,7000000
3231,David Hand,"Donnie Dunagan, Peter Behn, Stan Alexander, Cammie King, Will Wright",858000,267447150
3232,David Silverman,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Hank Azaria",75000000,527068851
3233,Nisha Ganatra,"Dakota Johnson, Tracee Ellis Ross, Kelvin Harrison Jr., Bill Pullman, Zoë Chao",,
3234,John Gatins,"Kurt Russell, Dakota Fanning, Kris Kristofferson, Elisabeth Shue, David Morse",,
3235,Ericson Core,"Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Kevin Conway, Michael Rispoli",30000000,57800000
3236,John Guillermin,"Steve McQueen, Paul Newman, William Holden, Faye Dunaway, Fred Astaire",14000000,116000000
3237,Emerald Fennell,"Barry Keoghan, Jacob Elordi, Rosamund Pike, Richard E. Grant, Alison Oliver",20000000,21013738
3238,Banjong Pisanthanakun,"Narilya Gulmongkolpech, Sawanee Utoomma, Sirani Yankittikan, Yasaka Chaisorn, Boonsong Nakphoo",,7230000
3239,Oliver Stone,"Tom Cruise, Raymond J. Barry, Caroline Kava, Holly Marie Combs, Kyra Sedgwick",14000000,161001698
3240,Jordan Vogt-Roberts,"Nick Robinson, Gabriel Basso, Moisés Arias, Nick Offerman, Erin Moriarty",1500000,1400000
3241,John Hillcoat,"Viggo Mortensen, Kodi Smit-McPhee, Charlize Theron, Robert Duvall, Guy Pearce",32000000,27635305
3242,Taylor Hackford,"Richard Gere, Debra Winger, Louis Gossett Jr., David Keith, Robert Loggia",7500000,129795554
3243,Hugo Gélin,"François Civil, Joséphine Japy, Benjamin Lavernhe, Camille Lellouche, Amaury de Crayencour",7950000,
3244,Steven Spielberg,"Meryl Streep, Tom Hanks, Sarah Paulson, Bob Odenkirk, Tracy Letts",50000000,179769467
3245,Greta Gerwig,"Margot Robbie, Ryan Gosling, America Ferrera, Ariana Greenblatt, Issa Rae",145000000,1445638421
3246,David Swift,"Hayley Mills, Maureen O'Hara, Brian Keith, Charles Ruggles, Cathleen Nesbitt",,29650385
3247,David F. Sandberg,"Zachary Levi, Mark Strong, Asher Angel, Jack Dylan Grazer, Adam Brody",80000000,367799011
3248,James Wan,"Leigh Whannell, Paul Moder, Katrina Mathers, Dean Francis",5000,
3249,Michael Mann,"William Petersen, Tom Noonan, Joan Allen, Brian Cox, Dennis Farina",15000000,8620929
3250,John Dahl,"Matt Damon, Edward Norton, John Turturro, Gretchen Mol, John Malkovich",12000000,22900000
3251,Nicholas Meyer,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, George Takei",27000000,96888996
3252,Franck Ekinci,"Marion Cotillard, Philippe Katerine, Jean Rochefort, Olivier Gourmet, Marc-André Grondin",10000000,
3253,Nicolas Gessner,"Jodie Foster, Martin Sheen, Alexis Smith, Mort Shuman, Scott Jacoby",,
3254,Oliver Hermanus,"Bill Nighy, Aimee Lou Wood, Alex Sharp, Tom Burke, Adrian Rawlins",10000000,6999027
3255,Bryan Singer,"Hugh Jackman, Patrick Stewart, Ian McKellen, Famke Janssen, James Marsden",75000000,296339527
3256,Peter Cattaneo,"Robert Carlyle, Mark Addy, Wim Snape, Steve Huison, Tom Wilkinson",3500000,257850122
3257,Roland Emmerich,"Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors, Alexis Cruz",55000000,196567262
3258,Steven Spielberg,"Ansel Elgort, Rachel Zegler, Ariana DeBose, David Alvarez, Mike Faist",100000000,76016171
3259,Akiva Schaffer,"Andy Samberg, John Mulaney, KiKi Layne, Will Arnett, Eric Bana",70000000,623190
3260,Jonathan Kasdan,"Dylan O'Brien, Britt Robertson, Craig Roberts, James Frecheville, Victoria Justice",2000000,92654
3261,Bryan Singer,"Hugh Jackman, Patrick Stewart, Ian McKellen, Famke Janssen, James Marsden",75000000,296339527
3262,Frank Marshall,"Paul Walker, Bruce Greenwood, Moon Bloodgood, Jason Biggs, Gerard Plunkett",40000000,120455994
3263,Ridley Scott,"Nicolas Cage, Sam Rockwell, Alison Lohman, Bruce Altman, Bruce McGill",62000000,65565672
3264,Josh Gordon,"Shawn Mendes, Javier Bardem, Winslow Fegley, Constance Wu, Scoot McNairy",50000000,104088441
3265,Steven Spielberg,"Ansel Elgort, Rachel Zegler, Ariana DeBose, David Alvarez, Mike Faist",100000000,76016171
3266,Paolo Sorrentino,"Sean Penn, Olwen Fouéré, Eve Hewson, Johnny Ward, Sam Keeley",25000000,11790979
3267,Jamie Babbit,"Natasha Lyonne, Clea DuVall, Cathy Moriarty, RuPaul, Melanie Lynskey",1200000,2600000
3268,Jessica Sharzer,"Kristen Stewart, Elizabeth Perkins, Steve Zahn, Michael Angarano, D.B. Sweeney",1000000,
3269,Vincente Minnelli,"Gene Kelly, Leslie Caron, Oscar Levant, Georges Guétary, Nina Foch",5635000,6981000
3270,David Cronenberg,"Peter Weller, Judy Davis, Ian Holm, Julian Sands, Roy Scheider",16000000,2641357
3271,Jon Turteltaub,"Sandra Bullock, Bill Pullman, Peter Gallagher, Peter Boyle, Jack Warden",17000000,182100000
3272,Louis Malle,"Brooke Shields, Keith Carradine, Susan Sarandon, Frances Faye, Antonio Fargas",,5786368
3273,Billy Ray,"Hayden Christensen, Peter Sarsgaard, Chloë Sevigny, Rosario Dawson, Melanie Lynskey",6000000,2944752
3274,Ben Sharpsteen,"Edward Brophy, Margaret Wright, Verna Felton, Sarah Selby, Noreen Gammill",812000,1600000
3275,Adam Randall,"Helen Hunt, Jon Tenney, Owen Teague, Judah Lewis, Libe Barer",3000000,
3276,Olivier Nakache,"Jean-Pierre Bacri, Gilles Lellouche, Jean-Paul Rouve, Vincent Macaigne, Alban Ivanov",17200000,23800000
3277,Bobcat Goldthwait,"Joel Murray, Tara Lynne Barr, Melinda Page Hamilton, Mackenzie Brooke Smith, Rich McDonald",,
3278,Gary Winick,"Amanda Seyfried, Christopher Egan, Gael García Bernal, Vanessa Redgrave, Franco Nero",30000000,82148538
3279,Daniel Alfredson,"Michael Nyqvist, Noomi Rapace, Lena Endre, Peter Andersson, Annika Hallin",4422952,67126795
3280,Joe Johnston,"Chris Evans, Hayley Atwell, Sebastian Stan, Tommy Lee Jones, Hugo Weaving",140000000,370569774
3281,Joe Johnston,"Chris Evans, Hayley Atwell, Sebastian Stan, Tommy Lee Jones, Hugo Weaving",140000000,370569774
3282,Craig Brewer,"Eddie Murphy, Wesley Snipes, Da'Vine Joy Randolph, Keegan-Michael Key, Mike Epps",,
3283,Paul Schrader,"Ethan Hawke, Amanda Seyfried, Cedric the Entertainer, Victoria Hill, Philip Ettinger",3500000,3988612
3284,Owen Hurley,"Kelly Sheridan, Anjelica Huston, Cree Summer, Ian James Corlett, Mark Hildreth",,
3285,Saul Dibb,"Keira Knightley, Ralph Fiennes, Charlotte Rampling, Dominic Cooper, Hayley Atwell",17759769,43306325
3286,Kurt Neumann,"David Hedison, Patricia Owens, Vincent Price, Herbert Marshall, Kathleen Freeman",700000,3000000
3287,Christophe Offenstein,"Orelsan, Gringe, Seydou Doucouré, Claude Urbiztondo Llarch, Paul Minthe",2023920,
3288,Jocelyn Moorhouse,"Kate Winslet, Liam Hemsworth, Caroline Goodall, Judy Davis, Hayley Magnus",11930000,25003426
3289,Gil Junger,"Jennifer Love Hewitt, Paul Nicholls, Tom Wilkinson, Diana Hardcastle, Lucy Davenport",532673,3000000
3290,Owen Hurley,"Kelly Sheridan, Mark Hildreth, Kelsey Grammer, Maggie Wheeler, Venus Terzo",,
3291,Kathryn Bigelow,"Ralph Fiennes, Angela Bassett, Juliette Lewis, Tom Sizemore, Michael Wincott",42000000,7959291
3292,Tom McGrath,"Will Ferrell, Tina Fey, Jonah Hill, Brad Pitt, David Cross",130000000,321885765
3293,Nacho Vigalondo,"Karra Elejalde, Candela Fernández, Bárbara Goenaga, Nacho Vigalondo, Juan Inciarte",2600000,553198
3294,Lewis Milestone,"Marlon Brando, Trevor Howard, Richard Harris, Hugh Griffith, Richard Haydn",19000000,13680000
3295,Peter Collinson,"Michael Caine, Noël Coward, Benny Hill, Margaret Blye, Raf Vallone",3000000,
3296,Ethan Spaulding,"Sean Astin, Rosario Dawson, Nathan Fillion, Christopher Gorham, Matt Lanter",3500000,
3297,Steve Purcell,"Kristen Schaal, Kevin McKidd, Tom Hanks, Tim Allen, Emily Hahn",,
3298,Jaume Collet-Serra,"Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder, Jimmy Bennett",20000000,77912251
3299,Yves Robert,"Pierre Richard, Bernard Blier, Jean Rochefort, Mireille Darc, Paul Le Person",,
3300,Hans Petter Moland,"Nikolaj Lie Kaas, Fares Fares, Pål Sverre Hagen, Jacob Ulrik Lohmann, Amanda Collin",5210000,9700000
3301,Michael Dougherty,"Brian Cox, Quinn Lord, Anna Paquin, Dylan Baker, Leslie Bibb",12000000,27909
3302,Joy Batchelor,"Gordon Heath, Maurice Denham, Simon Cadell",350000,
3303,Jon Turteltaub,"Leon, Doug E. Doug, Rawle D. Lewis, Malik Yoba, John Candy",14000000,154856263
3304,Michel Gondry,"Gael García Bernal, Charlotte Gainsbourg, Miou-Miou, Alain Chabat, Emma de Caunes",6000000,9524340
3305,Guillermo del Toro,"Bradley Cooper, Cate Blanchett, Toni Collette, Willem Dafoe, Richard Jenkins",60000000,39629195
3306,Dan Trachtenberg,"John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin, Suzanne Cryer",15000000,110216998
3307,Woody Allen,"Alec Baldwin, Cate Blanchett, Louis C.K., Bobby Cannavale, Andrew Dice Clay",18000000,99200000
3308,Arturo Brachetti,"Aldo Baglio, Giovanni Storti, Giacomo Poretti, Silvana Fallisi",,
3309,Danny Boyle,"Kerry Fox, Christopher Eccleston, Ewan McGregor, Ken Stott, Keith Allen",2500000,19800000
3310,Laurent Cantet,"François Bégaudeau, Arthur Fogel, Damien Gomes, Esmeralda Ouertani, Rachel Regulier",,28814580
3311,Jacques Deray,"Romy Schneider, Alain Delon, Maurice Ronet, Jane Birkin, Paul Crauchet",,
3312,Leos Carax,"Denis Lavant, Édith Scob, Eva Mendes, Kylie Minogue, Élise Lhomeau",4000000,641100
3313,Henry Hathaway,"Carroll Baker, Lee J. Cobb, Henry Fonda, Carolyn Jones, Karl Malden",15000000,50000000
3314,Bennett Miller,"Philip Seymour Hoffman, Catherine Keener, Clifton Collins Jr., Bruce Greenwood, Bob Balaban",7000000,49327405
3315,John Michael McDonagh,"Brendan Gleeson, Don Cheadle, Liam Cunningham, Mark Strong, Katarina Čas",6000000,19560274
3316,Wong Kar-wai,"Andy Lau Tak-Wah, Maggie Cheung, Jacky Cheung Hok-Yau, Alex Man Chi-Leung, Wong Aau",,
3317,Robert Zemeckis,"Joseph Gordon-Levitt, Ben Kingsley, Charlotte Le Bon, James Badge Dale, Clément Sibony",35000000,61181942
3318,Mike Hodges,"Michael Caine, Ian Hendry, Britt Ekland, John Osborne, Tony Beckley",1814462,
3319,David Gordon Green,"Jake Gyllenhaal, Tatiana Maslany, Miranda Richardson, Richard Lane Jr., Nate Richman",30000000,8484418
3320,Kathryn Bigelow,"Jessica Chastain, Jason Clarke, Kyle Chandler, Jennifer Ehle, Mark Strong",40000000,132800000
3321,Sam Mendes,"Leonardo DiCaprio, Kate Winslet, Kathy Bates, Michael Shannon, Kathryn Hahn",35000000,76000000
3322,Brian De Palma,"Tom Cruise, Jon Voight, Emmanuelle Béart, Henry Czerny, Jean Reno",80000000,457696391
3323,Terence Young,"Sean Connery, Ursula Andress, Joseph Wiseman, Jack Lord, Anthony Dawson",1000000,59000000
3324,Cecilia Aranovich,"Frank Welker, Grey DeLisle, Matthew Lillard, Kate Micucci, David Herman",,
3325,Conrad Helten,"Erica Lindbeck, Stephanie Sheh, Jenny Pellicer, Alyssya Swales, Elizabeth Irving",,
3326,Kathryn Bigelow,"Jessica Chastain, Jason Clarke, Kyle Chandler, Jennifer Ehle, Mark Strong",40000000,132800000
3327,John Ford,"John Wayne, Henry Fonda, Shirley Temple, Pedro Armendáriz, Ward Bond",2500000,3000000
3328,Conrad Vernon,"Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Javon Walton, Nick Kroll",,119815153
3329,Igor Gotesman,"Pierre Niney, François Civil, Igor Gotesman, Margot Bancilhon, Idrissa Hanrot",,
3330,Sam Fell,"Kodi Smit-McPhee, Tucker Albrizzi, Jodelle Ferland, Anna Kendrick, Casey Affleck",60000000,107139399
3331,Fernando Meirelles,"Ralph Fiennes, Rachel Weisz, Danny Huston, Bill Nighy, Pete Postlethwaite",25000000,82500000
3332,Juan Jesús García Galocha,"Joe Thomas, Eleanor Tomlinson, Hugh Bonneville, Celia Imrie, Sean Bean",12000000,53400000
