id,title,genres,language,user_score,runtime_hour,runtime_min,release_date,vote_count
3226,Wild at Heart,"Crime, Thriller, Romance",en,7,2,5,1990-08-17,1598
3227,The King of Staten Island,"Comedy, Drama",en,7,2,17,2020-07-22,989
3228,The Princess Switch,"Romance, Comedy",en,7,1,41,2018-11-16,2184
3229,The Death of Stalin,"Comedy, Drama, History",en,7,1,47,2017-10-20,1846
3230,Planet Hulk,"Science Fiction, Animation, Action, Fantasy",en,7,1,21,2010-02-02,476
3231,Bambi,"Animation, Drama, Family",en,7,1,10,1942-02-11,5603
3232,The Simpsons Movie,"Animation, Comedy, Family",en,7,1,27,2007-07-25,7934
3233,The High Note,"Romance, Comedy, Music, Drama",en,7,1,53,2020-06-10,443
3234,Dreamer: Inspired By a True Story,"Drama, Family",en,7,1,46,2005-09-10,375
3235,Invincible,"Drama, History",en,7,1,45,2006-08-25,917
3236,The Towering Inferno,"Action, Drama, Thriller",en,7,2,45,1974-12-14,916
3237,Saltburn,"Drama, Comedy, Thriller",en,7,2,11,2023-11-16,2251
3238,The Medium,"Horror, Thriller",th,7,2,11,2021-07-14,630
3239,Born on the Fourth of July,"Drama, War",en,7,2,25,1989-12-20,1673
3240,The Kings of Summer,"Comedy, Drama",en,7,1,33,2013-01-19,1112
3241,The Road,"Adventure, Drama",en,7,1,51,2009-11-25,3799
3242,An Officer and a Gentleman,"Drama, Romance",en,7,2,4,1982-07-28,1088
3243,Love at Second Sight,"Comedy, Drama, Romance, Fantasy",fr,7,1,57,2019-01-18,775
3244,The Post,"Drama, History",en,7,1,56,2017-12-22,4549
3245,Barbie,"Comedy, Adventure",en,7,1,54,2023-07-19,9083
3246,The Parent Trap,"Comedy, Family",en,7,2,9,1961-05-13,367
3247,Shazam!,"Action, Comedy, Fantasy",en,7,2,12,2019-03-29,9451
3248,Saw,"Crime, Horror, Thriller",en,7,0,10,2003-10-16,581
3249,Manhunter,"Crime, Horror, Thriller",en,7,2,0,1986-08-14,1330
3250,Rounders,"Drama, Crime",en,7,2,1,1998-09-11,1707
3251,Star Trek VI: The Undiscovered Country,"Science Fiction, Action, Adventure, Thriller",en,7,1,53,1991-12-06,1253
3252,April and the Extraordinary World,"Thriller, Adventure, Animation, Comedy, Fantasy, Science Fiction",fr,7,1,43,2015-11-04,323
3253,The Little Girl Who Lives Down the Lane,"Drama, Mystery, Thriller",en,7,1,31,1976-12-25,313
3254,Living,Drama,en,7,1,42,2022-11-04,391
3255,X-Men,"Adventure, Action, Science Fiction",en,7,1,44,2000-07-13,11264
3256,The Full Monty,Comedy,en,7,1,31,1997-08-13,1610
3257,Stargate,"Action, Adventure, Science Fiction",en,7,2,1,1994-10-28,3391
3258,West Side Story,"Drama, Romance, Crime",en,7,2,36,2021-12-08,1536
3259,Chip 'n Dale: Rescue Rangers,"Animation, Family, Comedy, Adventure, Mystery",en,7,1,39,2022-05-20,1209
3260,The First Time,"Drama, Comedy, Romance",en,7,1,35,2012-10-19,2097
3261,X-Men,"Adventure, Action, Science Fiction",en,7,1,44,2000-07-13,11264
3262,Eight Below,"Adventure, Drama, Family",en,7,2,0,2006-02-17,1683
3263,Matchstick Men,"Comedy, Drama, Crime, Thriller",en,7,1,56,2003-09-12,1718
3264,"Lyle, Lyle, Crocodile","Comedy, Family, Music",en,7,1,46,2022-10-07,570
3265,West Side Story,"Drama, Romance, Crime",en,7,2,36,2021-12-08,1536
3266,This Must Be the Place,Drama,en,7,1,58,2011-08-24,1198
3267,But I'm a Cheerleader,"Comedy, Romance",en,7,1,25,2000-07-07,665
3268,Speak,Drama,en,7,1,33,2004-01-20,453
3269,An American in Paris,"Music, Romance, Comedy",en,7,1,53,1951-09-26,564
3270,Naked Lunch,"Crime, Drama",en,7,1,55,1991-12-27,1058
3271,While You Were Sleeping,"Romance, Comedy",en,7,1,43,1995-04-21,1757
3272,Pretty Baby,Drama,en,7,1,50,1978-04-05,358
3273,Shattered Glass,"Drama, History",en,7,1,34,2003-11-14,417
3274,Dumbo,"Animation, Family",en,7,1,4,1941-10-31,4923
3275,I See You,"Horror, Thriller",en,7,1,38,2019-09-11,1443
3276,C'est la vie!,Comedy,fr,7,1,55,2017-10-04,1448
3277,God Bless America,"Comedy, Drama",en,7,1,44,2012-05-11,929
3278,Letters to Juliet,"Comedy, Drama, Romance",en,7,1,45,2010-05-13,2860
3279,The Girl Who Played with Fire,"Drama, Action, Thriller, Crime, Mystery",sv,7,2,9,2009-09-18,1615
3280,Captain America: The First Avenger,"Action, Adventure, Science Fiction",en,7,2,4,2011-07-22,21324
3281,Captain America: The First Avenger,"Action, Adventure, Science Fiction",en,7,2,4,2011-07-22,21324
3282,Dolemite Is My Name,"Drama, Comedy, History",en,7,1,58,2019-10-04,1155
3283,First Reformed,Drama,en,7,1,53,2018-05-18,1311
3284,Barbie as Rapunzel,"Animation, Family",en,7,1,24,2002-10-01,1217
3285,The Duchess,"Drama, History, Romance",en,7,1,50,2008-09-05,1666
3286,The Fly,"Science Fiction, Horror, Drama",en,7,1,34,1958-07-16,534
3287,Comment c'est loin,Comedy,fr,7,1,30,2015-12-09,667
3288,The Dressmaker,"Drama, Comedy, Western",en,7,1,58,2015-10-29,1616
3289,If Only,"Fantasy, Drama, Romance",en,7,1,32,2004-01-23,569
3290,Barbie of Swan Lake,"Animation, Family",en,7,1,23,2003-09-27,1076
3291,Strange Days,"Crime, Drama, Science Fiction, Thriller",en,7,2,25,1995-10-13,1320
3292,Megamind,"Animation, Action, Comedy, Family, Science Fiction",en,7,1,36,2010-10-28,6806
3293,Timecrimes,"Science Fiction, Thriller",es,7,1,32,2007-11-01,1244
3294,Mutiny on the Bounty,"Adventure, Drama, History",en,7,3,5,1962-11-08,300
3295,The Italian Job,"Action, Crime, Comedy, Thriller",en,7,1,39,1969-06-02,732
3296,Justice League: Throne of Atlantis,"Science Fiction, Action, Animation, Adventure",en,7,1,12,2015-01-13,908
3297,Toy Story That Time Forgot,"Animation, Family, Adventure, Comedy",en,7,0,22,2014-12-02,967
3298,Orphan,"Horror, Thriller",en,7,2,2,2009-07-24,5210
3299,The Tall Blond Man with One Black Shoe,"Comedy, Mystery",fr,7,1,30,1972-12-06,423
3300,A Conspiracy of Faith,"Crime, Drama, Mystery, Thriller",da,7,1,48,2016-03-03,552
3301,Trick 'r Treat,"Horror, Comedy",en,7,1,22,2007-12-09,1846
3302,Animal Farm,"Animation, Drama",en,7,1,12,1954-12-28,470
3303,Cool Runnings,"Comedy, Adventure, Drama",en,7,1,38,1993-10-01,2016
3304,The Science of Sleep,"Comedy, Drama, Fantasy",fr,7,1,46,2006-06-25,755
3305,Nightmare Alley,"Crime, Drama, Thriller",en,7,2,30,2021-12-02,2890
3306,10 Cloverfield Lane,"Thriller, Science Fiction, Drama, Horror",en,7,1,44,2016-03-10,7858
3307,Blue Jasmine,Drama,en,7,1,39,2013-08-01,3404
3308,Anplagghed al cinema,"Comedy, Fantasy",it,7,1,35,2006-11-26,331
3309,Shallow Grave,"Crime, Thriller",en,7,1,33,1994-12-22,993
3310,The Class,Drama,fr,7,2,8,2008-09-24,651
3311,The Swimming Pool,"Drama, Thriller",fr,7,2,3,1969-01-31,495
3312,Holy Motors,"Drama, Fantasy",fr,7,1,55,2012-07-02,1138
3313,How the West Was Won,Western,en,7,2,44,1962-11-02,425
3314,Capote,"Crime, Drama",en,7,1,54,2005-09-30,1425
3315,The Guard,"Action, Comedy, Thriller, Crime",en,7,1,36,2011-07-07,1197
3316,As Tears Go By,"Drama, Crime, Romance",cn,7,1,42,1988-06-09,319
3317,The Walk,"History, Drama",en,7,2,3,2015-09-30,3147
3318,Get Carter,"Crime, Thriller",en,7,1,52,1971-02-03,483
3319,Stronger,Drama,en,7,1,59,2017-09-22,1464
3320,Zero Dark Thirty,"Thriller, Drama",en,7,2,37,2012-12-19,4460
3321,Revolutionary Road,"Drama, Romance",en,7,1,59,2008-12-19,3772
3322,Mission: Impossible,"Adventure, Action, Thriller",en,7,1,50,1996-05-22,8825
3323,Dr. No,"Adventure, Action, Thriller",en,7,1,50,1962-10-07,3560
3324,Scooby-Doo! Return to Zombie Island,"Fantasy, Animation, Family, Adventure, Comedy, Mystery, Horror",en,7,1,20,2019-09-03,920
3325,Barbie: Spy Squad,"Action, Animation, Family",en,7,1,15,2016-01-15,397
3326,Zero Dark Thirty,"Thriller, Drama",en,7,2,37,2012-12-19,4460
3327,Fort Apache,Western,en,7,2,5,1948-06-14,364
3328,The Addams Family 2,"Animation, Family, Comedy, Fantasy, Adventure",en,7,1,33,2021-10-01,1286
3329,Five,Comedy,fr,7,1,42,2016-03-30,1250
3330,ParaNorman,"Family, Animation, Adventure, Comedy",en,7,1,30,2012-08-03,2502
3331,The Constant Gardener,"Drama, Mystery, Thriller",en,7,2,9,2005-08-31,1479
3332,Mummies,"Animation, Adventure, Fantasy",es,7,1,28,2023-01-05,457
3333,Dug's Special Mission,"Animation, Comedy, Family",en,7,0,5,2009-11-10,413
3334,Werewolf by Night,"Action, Fantasy, Horror",en,7,0,55,2022-09-25,1266
3335,Julieta,"Drama, Romance",es,7,1,36,2016-04-08,848
3336,Labor Day,"Drama, Romance, Thriller",en,7,1,51,2013-12-27,1127
3337,Another Year,"Drama, Comedy",en,7,2,9,2010-11-05,386
3338,Dragon Ball Z: Cooler's Revenge,"Action, Animation, Science Fiction",ja,7,0,48,1991-07-20,668
3339,A Goofy Movie,"Romance, Animation, Family, Comedy, Adventure",en,7,1,18,1995-04-07,1741
3340,A Room with a View,"Drama, Romance",en,7,1,57,1985-12-13,740
3341,Dragon Ball Z: Cooler's Revenge,"Action, Animation, Science Fiction",ja,7,0,48,1991-07-20,668
3342,A Goofy Movie,"Romance, Animation, Family, Comedy, Adventure",en,7,1,18,1995-04-07,1741
3343,Dangerous Minds,Drama,en,7,1,39,1995-08-11,1138
3344,Ocean's Eight,"Crime, Comedy, Action",en,7,1,51,2018-06-07,8240
3345,Timbuktu,"Drama, War",fr,7,1,36,2014-12-10,465
3346,Big Eyes,Drama,en,7,1,46,2014-12-24,3453
3347,Powder,"Drama, Fantasy",en,7,1,51,1995-10-27,640
3348,In the Line of Fire,"Action, Drama, Thriller, Crime, Mystery",en,7,2,8,1993-07-08,1554
3349,The Photographer of Mauthausen,"Drama, History, Thriller",es,7,1,51,2018-10-26,693
3350,Bronson,"Drama, Action, Crime",en,7,1,32,2009-03-13,2442
3351,Oliver!,"Drama, Family, Music",en,7,2,33,1968-09-26,423
3352,The Changeling,Horror,en,7,1,45,1980-03-28,614
3353,The Age of Innocence,"Drama, Romance",en,7,2,19,1993-09-10,1085
3354,The Fast and the Furious,"Action, Crime, Thriller",en,7,1,46,2001-06-22,9918
3355,Minuscule: Valley of the Lost Ants,"Animation, Adventure, Family",fr,7,1,29,2013-11-17,448
3356,Trouble with the Curve,"Drama, Romance",en,7,1,51,2012-09-21,1567
3357,Miss Violence,Drama,el,7,1,39,2013-09-09,486
3358,Mamma Mia!,"Comedy, Romance",en,7,1,48,2008-07-03,6478
3359,Running Scared,"Action, Crime, Drama, Thriller",en,7,2,2,2006-01-06,1017
3360,The Host,"Horror, Drama, Science Fiction",ko,7,2,0,2006-07-27,2748
3361,Cars,"Animation, Adventure, Comedy, Family",en,7,1,57,2006-06-08,13859
3362,Ammonite,"Romance, Drama",en,7,1,58,2020-11-13,573
3363,Animal House,Comedy,en,7,1,49,1978-07-28,1507
3364,Heavenly Creatures,"Drama, Fantasy",en,7,1,49,1994-09-12,897
3365,A Beautiful Day in the Neighborhood,"Drama, History",en,7,1,49,2019-09-07,1595
3366,The Magic of Belle Isle,"Drama, Comedy",en,7,1,49,2012-07-06,399
3367,Angel-A,"Romance, Comedy, Drama, Fantasy",fr,7,1,31,2005-12-21,711
3368,Mr. Holland's Opus,"Drama, Music",en,7,2,23,1995-12-29,407
3369,The Pope's Exorcist,"Horror, Thriller",en,7,1,43,2023-04-05,2703
3370,The Platform,"Drama, Science Fiction, Thriller",es,7,1,35,2019-11-08,7056
3371,Tom Clancy's Without Remorse,"Action, Thriller, War",en,7,1,49,2021-04-29,2419
3372,Medieval,"Action, Drama, History",en,7,2,6,2022-09-08,469
3373,Road House,"Action, Thriller",en,7,2,1,2024-03-08,2256
3374,Agora,"Adventure, Drama, History",en,7,2,7,2009-05-17,1406
3375,A Room with a View,"Drama, Romance",en,7,1,57,1985-12-13,740
3376,Tetsuo: The Iron Man,"Horror, Science Fiction",ja,7,1,7,1989-07-01,585
3377,Sinbad: Legend of the Seven Seas,"Family, Animation, Adventure, Comedy, Fantasy, Action",en,7,1,30,2003-07-02,2024
3378,The Wolf Man,"Horror, Drama",en,7,1,10,1941-12-12,593
3379,The World to Come,"Romance, Drama, Western",en,7,1,45,2021-02-12,331
3380,ACAB : All Cops Are Bastards,"Action, Drama, Crime",it,7,1,45,2012-01-27,814
3381,The Odd Life of Timothy Green,"Fantasy, Drama, Comedy, Family",en,7,1,45,2012-08-15,1158
3382,Extremely Loud & Incredibly Close,Drama,en,7,2,9,2011-12-25,1972
3383,Fantasia 2000,"Animation, Family, Music",en,7,1,14,2000-01-01,1254
3384,Sexy Beast,"Crime, Drama, Thriller",en,7,1,29,2001-01-12,764
3385,Amen.,"Drama, History",fr,7,2,12,2002-02-27,334
3386,The Three Musketeers: D'Artagnan,"Adventure, Action, Drama, History",fr,7,2,1,2023-04-05,1181
3387,Fresh,"Horror, Thriller",en,7,1,55,2022-03-03,1560
3388,Licorice Pizza,"Drama, Comedy, Romance",en,7,2,13,2021-11-26,2215
3389,Toni Erdmann,"Comedy, Drama",de,7,2,42,2016-07-14,971
3390,Emerald Green,"Fantasy, Action, Mystery",de,7,1,53,2016-07-07,844
3391,My Babysitter's a Vampire,"Comedy, Adventure, Family, Fantasy, TV Movie",en,7,1,20,2010-10-09,390
3392,It's Kind of a Funny Story,"Comedy, Drama",en,7,1,42,2010-10-08,2309
3393,A Bug's Life,"Family, Animation, Adventure, Comedy",en,7,1,35,1998-11-25,9081
3394,mother!,"Drama, Horror, Thriller",en,7,2,1,2017-09-13,6617
3395,Hawaiian Vacation,"Animation, Family, Comedy",en,7,0,6,2011-06-16,656
3396,Pusher,"Action, Crime, Drama",da,7,1,50,1996-08-30,727
3397,Chocolat,"Comedy, Drama, Romance",en,7,2,1,2000-12-22,3251
3398,Beauty and the Beast,"Family, Fantasy, Romance",en,7,2,9,2017-03-16,15383
3399,In Time,"Action, Thriller, Science Fiction",en,7,1,49,2011-10-27,11306
3400,Stan & Ollie,"Comedy, Drama",en,7,1,38,2018-12-28,1028
3401,The Place Beyond the Pines,"Drama, Crime",en,7,2,20,2013-03-20,4789
3402,Gorillas in the Mist,"Drama, History",en,7,2,9,1988-09-23,578
3403,M*A*S*H,"Comedy, Drama, War",en,7,1,56,1970-02-18,1015
3404,Us,"Horror, Thriller",en,7,1,56,2019-03-14,7282
3405,Brawl in Cell Block 99,"Action, Crime, Thriller",en,7,2,12,2017-09-23,1392
3406,Shaun the Sheep Movie,"Family, Animation, Comedy, Adventure",en,7,1,25,2015-02-05,1376
3407,Descendants: The Rise of Red,"Fantasy, Adventure, Family, Comedy",en,7,1,32,2024-07-11,360
3408,The Sun Is Also a Star,"Romance, Drama",en,7,1,40,2019-05-16,577
3409,Resistance,"War, History, Drama",en,7,2,0,2020-03-27,423
3410,The Witch,"Horror, Drama, Mystery",en,7,1,32,2016-02-19,6892
3411,Frailty,"Drama, Thriller, Crime",en,7,1,40,2002-04-12,1146
3412,The Descent,"Adventure, Horror",en,7,1,39,2005-07-08,3846
3413,Jerry Maguire,"Comedy, Drama, Romance",en,7,2,19,1996-12-13,3244
3414,The Foreigner,"Action, Thriller",en,7,1,53,2017-09-28,2623
3415,Kingsman: The Golden Circle,"Action, Adventure, Comedy",en,7,2,21,2017-09-20,10276
3416,Body Heat,"Crime, Romance",en,7,1,53,1981-08-28,598
3417,Le Brio,"Drama, Comedy",fr,7,1,35,2017-11-22,877
3418,The Other Side of Hope,"Comedy, Drama",fi,7,1,41,2017-02-03,307
3419,The Angels' Share,"Drama, Comedy",en,7,1,41,2012-06-01,562
3420,"Hello, Dolly!","Music, Comedy, Romance",en,7,2,29,1969-12-12,351
3421,Kingdom of Heaven,"Drama, Action, Adventure, History, War",en,7,2,24,2005-05-03,4232
3422,Ballerina,"Action, Thriller",ko,7,1,33,2023-10-05,495
3423,Lightyear,"Animation, Science Fiction, Family, Adventure",en,7,1,45,2022-06-15,3420
3424,Before I Fall,"Drama, Fantasy",en,7,1,38,2017-03-02,3392
3425,Ruby Red,"Fantasy, Drama, Romance",de,7,2,2,2013-03-14,1100
3426,Funny Face,"Music, Comedy, Romance",en,7,1,43,1957-02-13,669
3427,News of the World,"Drama, Western, Adventure",en,7,1,58,2020-12-25,1726
3428,Tolkien,"War, Drama, Romance",en,7,1,52,2019-05-03,1397
3429,Charlie St. Cloud,"Drama, Romance",en,7,1,39,2010-07-30,2153
3430,The Monster,Comedy,it,7,1,52,1994-10-22,605
3431,A Wednesday!,"Drama, Thriller",hi,7,1,43,2008-09-05,308
3432,Futurama: The Beast with a Billion Backs,"Animation, Comedy, Science Fiction, TV Movie",en,7,1,30,2008-06-30,545
3433,Much Ado About Nothing,"Drama, Comedy, Romance",en,7,1,51,1993-05-07,715
3434,Me and You and Everyone We Know,"Comedy, Drama",en,7,1,31,2005-06-17,318
3435,Next Gen,"Animation, Action, Adventure, Comedy, Family, Science Fiction",en,7,1,45,2018-09-07,761
3436,Stardust Memories,"Comedy, Drama, Romance",en,7,1,29,1980-09-26,422
3437,Hidden Strike,"Action, Comedy, Thriller",en,7,1,43,2023-07-06,961
3438,Certified Copy,"Drama, Romance",fr,7,1,46,2010-05-19,396
3439,Fish Tank,Drama,en,7,2,3,2009-09-11,828
3440,Alice Doesn't Live Here Anymore,"Romance, Drama",en,7,1,52,1974-12-09,453
3441,Hidden Strike,"Action, Comedy, Thriller",en,7,1,43,2023-07-06,961
3442,Certified Copy,"Drama, Romance",fr,7,1,46,2010-05-19,396
3443,Fish Tank,Drama,en,7,2,3,2009-09-11,828
3444,Alice Doesn't Live Here Anymore,"Romance, Drama",en,7,1,52,1974-12-09,453
3445,Rumble Fish,"Crime, Drama",en,7,1,34,1983-10-09,664
3446,Love Hard,"Comedy, Romance",en,7,1,45,2021-11-05,1453
3447,El Camino: A Breaking Bad Movie,"Crime, Drama, Thriller",en,7,2,3,2019-10-11,4855
3448,Team Thor: Part 2,"Science Fiction, Comedy, Fantasy",en,7,0,5,2017-02-14,324
3449,Hotel Transylvania,"Animation, Comedy, Family, Fantasy",en,7,1,31,2012-09-20,8562
3450,The People vs. Larry Flynt,Drama,en,7,2,10,1996-12-25,1099
3451,Spirited,Comedy,en,7,2,7,2022-11-10,591
3452,Monkey Man,"Action, Thriller",en,7,2,1,2024-04-03,897
3453,Rabbit-Proof Fence,"Adventure, Drama, History",en,7,1,34,2002-02-04,335
3454,Gods and Monsters,Drama,en,7,1,45,1998-09-12,351
3455,The White Tiger,Drama,en,7,2,5,2021-01-13,872
3456,Irreplaceable You,"Comedy, Drama, Romance",en,7,1,36,2018-02-16,689
3457,The Secret Life of Pets 2,"Adventure, Animation, Comedy, Family",en,7,1,26,2019-05-24,3013
3458,Four Lions,"Comedy, Crime, Drama",en,7,1,37,2010-05-07,1112
3459,The Princess Diaries,"Comedy, Family, Romance",en,7,1,55,2001-08-03,4902
3460,Addams Family Values,"Comedy, Family, Fantasy",en,7,1,34,1993-11-19,2966
3461,Plane,"Action, Adventure, Thriller",en,7,1,47,2023-01-12,2205
3462,Fear of Rain,"Thriller, Horror, Drama",en,7,1,49,2021-02-12,517
3463,Skin,"Drama, Crime, History, Romance",en,7,1,50,2019-07-26,402
3464,Foreign Correspondent,"Thriller, Mystery, Action",en,7,2,0,1940-08-16,382
3465,The Princess Diaries,"Comedy, Family, Romance",en,7,1,55,2001-08-03,4902
3466,Dolphin Tale 2,"Family, Drama",en,7,1,47,2014-09-11,345
3467,RocknRolla,"Action, Crime, Thriller",en,7,1,54,2008-09-04,2927
3468,Crime Busters,"Action, Comedy",it,7,1,55,1977-04-01,628
3469,Go for It,"Adventure, Action, Comedy",it,7,1,47,1983-02-01,488
3470,Homeward Bound: The Incredible Journey,"Adventure, Comedy, Family",en,7,1,24,1993-02-03,1003
3471,The Gray Man,"Action, Thriller",en,7,2,9,2022-07-13,3598
3472,Sharper,"Thriller, Crime, Drama",en,7,1,55,2023-02-10,502
3473,Cashback,"Drama, Comedy, Romance",en,7,1,42,2007-01-17,1227
3474,Silverado,"Western, Action",en,7,2,13,1985-07-10,709
3475,Sunshine,"Drama, Science Fiction, Thriller",en,7,1,47,2007-04-05,3747
3476,Wag the Dog,"Comedy, Drama",en,7,1,37,1997-12-25,929
3477,Ghosted,"Action, Comedy, Romance",en,7,1,57,2023-04-18,1762
3478,Private Life,"Drama, Comedy",en,7,2,3,2018-10-05,364
3479,"sex, lies, and videotape",Drama,en,7,1,41,1989-08-04,900
3480,The Queen,"Drama, History",en,7,1,43,2006-09-15,1279
3481,The Night of the 12th,"Crime, Mystery, Drama",fr,7,1,54,2022-07-13,619
3482,The Good Boss,"Comedy, Drama",es,7,2,0,2021-10-15,400
3483,"Good Luck to You, Leo Grande","Romance, Drama",en,7,1,37,2022-06-16,513
3484,Twisters,"Thriller, Action",en,7,2,3,2024-07-10,1713
3485,Carnival of Souls,"Horror, Mystery",en,7,1,18,1962-11-02,458
3486,"It's a Mad, Mad, Mad, Mad World","Action, Adventure, Comedy",en,7,3,17,1963-11-07,580
3487,Missing Link,"Family, Animation, Comedy, Adventure",en,7,1,35,2019-04-04,839
3488,Paprika,"Drama, Romance",it,7,1,55,1991-02-13,411
3489,The Cyclone,"Comedy, Romance",it,7,1,29,1996-12-20,730
3490,White Chicks,"Comedy, Crime",en,7,1,49,2004-06-23,3967
3491,Odds and Evens,"Comedy, Crime",it,7,1,55,1978-10-28,384
3492,"sex, lies, and videotape",Drama,en,7,1,41,1989-08-04,900
3493,The Isle,"Drama, Thriller",ko,7,1,30,2000-04-22,321
3494,Die Hard 2,"Action, Thriller",en,7,2,4,1990-07-03,5727
3495,Smokey and the Bandit,"Action, Adventure, Comedy",en,7,1,36,1977-05-26,709
3496,The Lion King II: Simba's Pride,"Family, Adventure, Animation, Action",en,7,1,21,1998-10-24,4372
3497,Barbie: The Pearl Princess,"Family, Animation",en,7,1,13,2014-02-15,329
3498,The Adventures of Baron Munchausen,"Fantasy, Adventure, Comedy",en,7,2,6,1988-12-07,873
3499,Just Like Heaven,"Drama, Comedy, Romance, Fantasy",en,7,1,35,2005-09-16,2309
3500,Alphaville,"Drama, Science Fiction, Mystery",fr,7,1,39,1965-05-05,533
3501,"I, Robot","Action, Science Fiction",en,7,1,55,2004-07-15,11681
3502,At Eternity's Gate,Drama,en,6.9,1,51,2018-11-15,1442
3503,Lean on Pete,"Drama, Adventure",en,6.9,2,1,2018-04-06,325
3504,Shot Caller,"Crime, Drama, Thriller",en,6.9,2,1,2017-07-13,2006
3505,Passengers,"Drama, Romance, Science Fiction",en,6.9,1,56,2016-12-21,13182
3506,Silkwood,"Drama, Thriller",en,6.9,2,11,1983-12-14,315
3507,The Hitcher,"Horror, Action, Thriller",en,6.9,1,38,1986-01-17,897
3508,Evil Dead Rise,"Horror, Thriller",en,6.9,1,36,2023-04-12,3060
3509,Blue Valentine,"Drama, Romance",en,6.9,1,52,2010-12-26,3203
3510,Journey to the Center of the Earth,"Adventure, Fantasy, Family",en,6.9,2,12,1959-12-15,454
3511,Thursday,Thriller,en,6.9,1,27,1998-09-25,308
3512,Last Tango in Paris,"Drama, Romance",it,6.9,2,9,1972-12-15,1199
3513,Insidious,"Horror, Thriller",en,6.9,1,43,2011-03-31,6730
3514,Robin-B-Hood,"Drama, Action, Comedy",cn,6.9,2,16,2006-09-28,590
3515,Sleeping Beauty,"Fantasy, Animation, Romance, Family",en,6.9,1,15,1959-02-17,5114
3516,Rescue Dawn,"Adventure, Drama, War",en,6.9,2,5,2006-09-09,1242
3517,Tsotsi,"Crime, Drama",tn,6.9,1,34,2005-12-23,317
3518,Street Flow,"Drama, Crime",fr,6.9,1,35,2019-10-12,344
3519,Set It Up,"Romance, Comedy",en,6.9,1,45,2018-06-15,2632
3520,Homefront,"Action, Thriller",en,6.9,1,40,2013-11-12,3470
3521,Set It Up,"Romance, Comedy",en,6.9,1,45,2018-06-15,2632
3522,T2 Trainspotting,"Drama, Comedy",en,6.9,1,57,2017-01-27,3100
3523,Water for Elephants,"Drama, Romance",en,6.9,2,2,2011-04-15,2504
3524,The Squid and the Whale,"Comedy, Drama",en,6.9,1,21,2005-10-05,948
3525,Tinker Bell and the Pirate Fairy,"Animation, Family",en,6.9,1,18,2014-02-13,987
3526,"Maggie Simpson in ""The Longest Daycare""","Animation, Drama, Family, Comedy",en,6.9,0,5,2012-07-12,360
3527,Flight of the Navigator,"Family, Science Fiction, Adventure",en,6.9,1,30,1986-07-30,829
